Time,TotalEnergy
9.71,-1.28609e+07
9.72,-1.28609e+07
9.73,-1.28609e+07
9.74,-1.28609e+07
9.75,-1.28609e+07
9.76,-1.28609e+07
9.77,-1.28609e+07
9.78,-1.28609e+07
9.79,-1.28609e+07
9.8,-1.28609e+07
9.81,-1.28609e+07
9.82,-1.28609e+07
9.83,-1.28609e+07
9.84,-1.28609e+07
9.85,-1.28609e+07
9.86,-1.28609e+07
9.87,-1.28609e+07
9.88,-1.28609e+07
9.89,-1.28609e+07
9.9,-1.28609e+07
9.91,-1.28609e+07
9.92,-1.28609e+07
9.93,-1.28609e+07
9.94,-1.28609e+07
9.95,-1.28609e+07
9.96,-1.28609e+07
9.97,-1.28609e+07
9.98,-1.28609e+07
9.99,-1.28609e+07
10,-1.28609e+07
10.01,-1.28609e+07
10.02,-1.28609e+07
10.03,-1.28609e+07
10.04,-1.28609e+07
10.05,-1.28609e+07
10.06,-1.28609e+07
10.07,-1.28609e+07
10.08,-1.28609e+07
10.09,-1.28609e+07
10.1,-1.28609e+07
10.11,-1.28609e+07
10.12,-1.28609e+07
10.13,-1.28609e+07
10.14,-1.28609e+07
10.15,-1.28609e+07
10.16,-1.28609e+07
10.17,-1.28609e+07
10.18,-1.28609e+07
10.19,-1.28609e+07
10.2,-1.28609e+07
10.21,-1.28609e+07
10.22,-1.28609e+07
10.23,-1.28609e+07
10.24,-1.28609e+07
10.25,-1.28609e+07
10.26,-1.28609e+07
10.27,-1.28609e+07
10.28,-1.28609e+07
10.29,-1.28609e+07
10.3,-1.28609e+07
10.31,-1.28609e+07
10.32,-1.28609e+07
10.33,-1.28609e+07
10.34,-1.28609e+07
10.35,-1.28609e+07
10.36,-1.28609e+07
10.37,-1.28609e+07
10.38,-1.28608e+07
10.39,-1.28608e+07
10.4,-1.28608e+07
10.41,-1.28608e+07
10.42,-1.28608e+07
10.43,-1.28608e+07
10.44,-1.28608e+07
10.45,-1.28608e+07
10.46,-1.28608e+07
10.47,-1.28608e+07
10.48,-1.28608e+07
10.49,-1.28608e+07
10.5,-1.28608e+07
10.51,-1.28608e+07
10.52,-1.28608e+07
10.53,-1.28608e+07
10.54,-1.28608e+07
10.55,-1.28608e+07
10.56,-1.28608e+07
10.57,-1.28608e+07
10.58,-1.28608e+07
10.59,-1.28608e+07
10.6,-1.28608e+07
10.61,-1.28608e+07
10.62,-1.28608e+07
10.63,-1.28608e+07
10.64,-1.28608e+07
10.65,-1.28608e+07
10.66,-1.28608e+07
10.67,-1.28608e+07
10.68,-1.28608e+07
10.69,-1.28608e+07
10.7,-1.28608e+07
10.71,-1.28608e+07
10.72,-1.28608e+07
10.73,-1.28608e+07
10.74,-1.28608e+07
10.75,-1.28608e+07
