Time,TotalEnergy
53.48,-1.05846e+07
53.49,-1.05843e+07
53.5,-1.05839e+07
53.51,-1.05835e+07
53.52,-1.05831e+07
53.53,-1.05827e+07
53.54,-1.05822e+07
53.55,-1.05818e+07
53.56,-1.05814e+07
53.57,-1.05809e+07
53.58,-1.05804e+07
53.59,-1.058e+07
53.6,-1.05795e+07
53.61,-1.0579e+07
53.62,-1.05785e+07
53.63,-1.0578e+07
53.64,-1.05775e+07
53.65,-1.05769e+07
53.66,-1.05764e+07
53.67,-1.05759e+07
53.68,-1.05753e+07
53.69,-1.05748e+07
53.7,-1.05742e+07
53.71,-1.05737e+07
53.72,-1.05731e+07
53.73,-1.05726e+07
53.74,-1.0572e+07
53.75,-1.05714e+07
53.76,-1.05709e+07
53.77,-1.05703e+07
53.78,-1.05698e+07
53.79,-1.05692e+07
53.8,-1.05687e+07
53.81,-1.05681e+07
53.82,-1.05676e+07
53.83,-1.0567e+07
53.84,-1.05665e+07
53.85,-1.0566e+07
53.86,-1.05655e+07
53.87,-1.0565e+07
53.88,-1.05645e+07
53.89,-1.0564e+07
53.9,-1.05635e+07
53.91,-1.0563e+07
53.92,-1.05625e+07
53.93,-1.05621e+07
53.94,-1.05616e+07
53.95,-1.05612e+07
53.96,-1.05607e+07
53.97,-1.05603e+07
53.98,-1.05599e+07
53.99,-1.05595e+07
54,-1.05591e+07
54.01,-1.05587e+07
54.02,-1.05584e+07
54.03,-1.0558e+07
54.04,-1.05577e+07
54.05,-1.05574e+07
54.06,-1.0557e+07
54.07,-1.05567e+07
54.08,-1.05564e+07
54.09,-1.05561e+07
54.1,-1.05559e+07
54.11,-1.05556e+07
54.12,-1.05553e+07
54.13,-1.05551e+07
54.14,-1.05548e+07
54.15,-1.05546e+07
54.16,-1.05544e+07
54.17,-1.05542e+07
54.18,-1.0554e+07
54.19,-1.05538e+07
54.2,-1.05536e+07
54.21,-1.05534e+07
54.22,-1.05532e+07
54.23,-1.05531e+07
54.24,-1.05529e+07
54.25,-1.05527e+07
54.26,-1.05526e+07
54.27,-1.05525e+07
54.28,-1.05523e+07
54.29,-1.05522e+07
54.3,-1.05521e+07
54.31,-1.05519e+07
54.32,-1.05518e+07
54.33,-1.05517e+07
54.34,-1.05516e+07
54.35,-1.05515e+07
54.36,-1.05514e+07
54.37,-1.05513e+07
54.38,-1.05512e+07
54.39,-1.05511e+07
54.4,-1.0551e+07
54.41,-1.05509e+07
54.42,-1.05508e+07
54.43,-1.05507e+07
54.44,-1.05506e+07
54.45,-1.05506e+07
54.46,-1.05505e+07
54.47,-1.05504e+07
54.48,-1.05503e+07
54.49,-1.05502e+07
54.5,-1.05501e+07
54.51,-1.055e+07
54.52,-1.05499e+07
54.53,-1.05498e+07
54.54,-1.05497e+07
54.55,-1.05496e+07
54.56,-1.05495e+07
54.57,-1.05494e+07
54.58,-1.05493e+07
54.59,-1.05492e+07
54.6,-1.05491e+07
54.61,-1.0549e+07
54.62,-1.05489e+07
54.63,-1.05487e+07
54.64,-1.05486e+07
54.65,-1.05485e+07
54.66,-1.05483e+07
54.67,-1.05482e+07
54.68,-1.0548e+07
54.69,-1.05479e+07
54.7,-1.05477e+07
54.71,-1.05475e+07
54.72,-1.05474e+07
54.73,-1.05472e+07
54.74,-1.0547e+07
54.75,-1.05468e+07
54.76,-1.05466e+07
54.77,-1.05463e+07
54.78,-1.05461e+07
54.79,-1.05459e+07
54.8,-1.05457e+07
54.81,-1.05454e+07
54.82,-1.05452e+07
54.83,-1.05449e+07
54.84,-1.05446e+07
54.85,-1.05443e+07
54.86,-1.0544e+07
54.87,-1.05437e+07
54.88,-1.05434e+07
54.89,-1.05431e+07
54.9,-1.05428e+07
54.91,-1.05425e+07
54.92,-1.05421e+07
54.93,-1.05418e+07
54.94,-1.05414e+07
54.95,-1.0541e+07
54.96,-1.05406e+07
54.97,-1.05403e+07
54.98,-1.05399e+07
54.99,-1.05395e+07
55,-1.0539e+07
55.01,-1.05386e+07
55.02,-1.05382e+07
55.03,-1.05378e+07
55.04,-1.05373e+07
55.05,-1.05369e+07
55.06,-1.05364e+07
55.07,-1.05359e+07
55.08,-1.05355e+07
55.09,-1.0535e+07
55.1,-1.05345e+07
55.11,-1.05341e+07
55.12,-1.05336e+07
55.13,-1.05331e+07
55.14,-1.05326e+07
55.15,-1.05321e+07
55.16,-1.05316e+07
55.17,-1.05311e+07
55.18,-1.05306e+07
55.19,-1.05301e+07
55.2,-1.05297e+07
55.21,-1.05292e+07
55.22,-1.05287e+07
55.23,-1.05282e+07
55.24,-1.05277e+07
55.25,-1.05272e+07
55.26,-1.05268e+07
55.27,-1.05263e+07
55.28,-1.05258e+07
55.29,-1.05254e+07
55.3,-1.05249e+07
55.31,-1.05245e+07
55.32,-1.0524e+07
55.33,-1.05236e+07
55.34,-1.05232e+07
55.35,-1.05227e+07
55.36,-1.05223e+07
55.37,-1.05219e+07
55.38,-1.05215e+07
55.39,-1.05211e+07
55.4,-1.05208e+07
55.41,-1.05204e+07
55.42,-1.052e+07
55.43,-1.05197e+07
55.44,-1.05193e+07
55.45,-1.0519e+07
55.46,-1.05187e+07
55.47,-1.05183e+07
55.48,-1.0518e+07
55.49,-1.05177e+07
55.5,-1.05174e+07
55.51,-1.05172e+07
55.52,-1.05169e+07
55.53,-1.05166e+07
55.54,-1.05164e+07
55.55,-1.05161e+07
55.56,-1.05159e+07
55.57,-1.05157e+07
55.58,-1.05154e+07
55.59,-1.05152e+07
55.6,-1.0515e+07
55.61,-1.05148e+07
55.62,-1.05146e+07
55.63,-1.05144e+07
55.64,-1.05143e+07
55.65,-1.05141e+07
55.66,-1.05139e+07
55.67,-1.05138e+07
55.68,-1.05136e+07
55.69,-1.05135e+07
55.7,-1.05133e+07
55.71,-1.05132e+07
55.72,-1.05131e+07
55.73,-1.05129e+07
55.74,-1.05128e+07
55.75,-1.05127e+07
55.76,-1.05126e+07
55.77,-1.05125e+07
55.78,-1.05124e+07
55.79,-1.05123e+07
55.8,-1.05122e+07
55.81,-1.05121e+07
55.82,-1.0512e+07
55.83,-1.05119e+07
55.84,-1.05118e+07
55.85,-1.05117e+07
55.86,-1.05116e+07
55.87,-1.05115e+07
55.88,-1.05114e+07
55.89,-1.05113e+07
55.9,-1.05113e+07
55.91,-1.05112e+07
55.92,-1.05111e+07
55.93,-1.0511e+07
55.94,-1.05109e+07
55.95,-1.05108e+07
55.96,-1.05107e+07
55.97,-1.05106e+07
55.98,-1.05105e+07
55.99,-1.05104e+07
56,-1.05103e+07
56.01,-1.05102e+07
56.02,-1.05101e+07
56.03,-1.051e+07
56.04,-1.05099e+07
56.05,-1.05098e+07
56.06,-1.05097e+07
56.07,-1.05096e+07
56.08,-1.05094e+07
56.09,-1.05093e+07
56.1,-1.05092e+07
56.11,-1.0509e+07
56.12,-1.05089e+07
56.13,-1.05087e+07
56.14,-1.05085e+07
56.15,-1.05084e+07
56.16,-1.05082e+07
56.17,-1.0508e+07
56.18,-1.05078e+07
56.19,-1.05076e+07
56.2,-1.05074e+07
56.21,-1.05072e+07
56.22,-1.0507e+07
56.23,-1.05068e+07
56.24,-1.05065e+07
56.25,-1.05063e+07
56.26,-1.0506e+07
56.27,-1.05058e+07
56.28,-1.05055e+07
56.29,-1.05052e+07
56.3,-1.05049e+07
56.31,-1.05046e+07
56.32,-1.05043e+07
56.33,-1.0504e+07
56.34,-1.05037e+07
56.35,-1.05034e+07
56.36,-1.0503e+07
56.37,-1.05027e+07
56.38,-1.05023e+07
56.39,-1.05019e+07
56.4,-1.05015e+07
56.41,-1.05011e+07
56.42,-1.05007e+07
56.43,-1.05003e+07
56.44,-1.04999e+07
56.45,-1.04995e+07
56.46,-1.0499e+07
56.47,-1.04986e+07
56.48,-1.04982e+07
56.49,-1.04977e+07
56.5,-1.04972e+07
56.51,-1.04968e+07
56.52,-1.04963e+07
56.53,-1.04958e+07
56.54,-1.04953e+07
56.55,-1.04948e+07
56.56,-1.04943e+07
56.57,-1.04938e+07
56.58,-1.04933e+07
56.59,-1.04928e+07
56.6,-1.04923e+07
56.61,-1.04918e+07
56.62,-1.04913e+07
56.63,-1.04908e+07
56.64,-1.04903e+07
56.65,-1.04898e+07
56.66,-1.04893e+07
56.67,-1.04888e+07
56.68,-1.04883e+07
56.69,-1.04878e+07
56.7,-1.04873e+07
56.71,-1.04868e+07
56.72,-1.04863e+07
56.73,-1.04858e+07
56.74,-1.04854e+07
56.75,-1.04849e+07
56.76,-1.04844e+07
56.77,-1.0484e+07
56.78,-1.04836e+07
56.79,-1.04831e+07
56.8,-1.04827e+07
56.81,-1.04823e+07
56.82,-1.04819e+07
56.83,-1.04814e+07
56.84,-1.04811e+07
56.85,-1.04807e+07
56.86,-1.04803e+07
56.87,-1.04799e+07
56.88,-1.04796e+07
56.89,-1.04792e+07
56.9,-1.04789e+07
56.91,-1.04785e+07
56.92,-1.04782e+07
56.93,-1.04779e+07
56.94,-1.04776e+07
56.95,-1.04773e+07
56.96,-1.0477e+07
56.97,-1.04768e+07
56.98,-1.04765e+07
56.99,-1.04763e+07
57,-1.0476e+07
57.01,-1.04758e+07
57.02,-1.04755e+07
57.03,-1.04753e+07
57.04,-1.04751e+07
57.05,-1.04749e+07
57.06,-1.04747e+07
57.07,-1.04745e+07
57.08,-1.04743e+07
57.09,-1.04742e+07
57.1,-1.0474e+07
57.11,-1.04738e+07
57.12,-1.04737e+07
57.13,-1.04735e+07
57.14,-1.04734e+07
57.15,-1.04733e+07
57.16,-1.04731e+07
57.17,-1.0473e+07
57.18,-1.04729e+07
57.19,-1.04728e+07
57.2,-1.04726e+07
57.21,-1.04725e+07
57.22,-1.04724e+07
57.23,-1.04723e+07
57.24,-1.04722e+07
57.25,-1.04721e+07
57.26,-1.0472e+07
57.27,-1.04719e+07
57.28,-1.04718e+07
57.29,-1.04717e+07
57.3,-1.04717e+07
57.31,-1.04716e+07
57.32,-1.04715e+07
57.33,-1.04714e+07
57.34,-1.04713e+07
57.35,-1.04712e+07
57.36,-1.04711e+07
57.37,-1.04711e+07
57.38,-1.0471e+07
57.39,-1.04709e+07
57.4,-1.04708e+07
57.41,-1.04707e+07
57.42,-1.04706e+07
57.43,-1.04705e+07
57.44,-1.04704e+07
57.45,-1.04703e+07
57.46,-1.04702e+07
57.47,-1.04701e+07
57.48,-1.047e+07
57.49,-1.04699e+07
57.5,-1.04698e+07
57.51,-1.04696e+07
57.52,-1.04695e+07
57.53,-1.04694e+07
57.54,-1.04692e+07
57.55,-1.04691e+07
57.56,-1.0469e+07
57.57,-1.04688e+07
57.58,-1.04686e+07
57.59,-1.04685e+07
57.6,-1.04683e+07
57.61,-1.04681e+07
57.62,-1.04679e+07
57.63,-1.04677e+07
57.64,-1.04675e+07
57.65,-1.04673e+07
57.66,-1.04671e+07
57.67,-1.04669e+07
57.68,-1.04666e+07
57.69,-1.04664e+07
57.7,-1.04661e+07
57.71,-1.04658e+07
57.72,-1.04656e+07
57.73,-1.04653e+07
57.74,-1.0465e+07
57.75,-1.04647e+07
57.76,-1.04643e+07
57.77,-1.0464e+07
57.78,-1.04637e+07
57.79,-1.04633e+07
57.8,-1.0463e+07
57.81,-1.04626e+07
57.82,-1.04622e+07
57.83,-1.04618e+07
57.84,-1.04614e+07
57.85,-1.0461e+07
57.86,-1.04606e+07
57.87,-1.04602e+07
57.88,-1.04597e+07
57.89,-1.04593e+07
57.9,-1.04588e+07
57.91,-1.04584e+07
57.92,-1.04579e+07
57.93,-1.04574e+07
57.94,-1.04569e+07
57.95,-1.04564e+07
57.96,-1.04559e+07
57.97,-1.04554e+07
57.98,-1.04549e+07
57.99,-1.04544e+07
58,-1.04538e+07
58.01,-1.04533e+07
58.02,-1.04528e+07
58.03,-1.04522e+07
58.04,-1.04517e+07
58.05,-1.04512e+07
58.06,-1.04506e+07
58.07,-1.04501e+07
58.08,-1.04496e+07
58.09,-1.0449e+07
58.1,-1.04485e+07
58.11,-1.0448e+07
58.12,-1.04475e+07
58.13,-1.04469e+07
58.14,-1.04464e+07
58.15,-1.04459e+07
58.16,-1.04454e+07
58.17,-1.04449e+07
58.18,-1.04444e+07
58.19,-1.04439e+07
58.2,-1.04434e+07
58.21,-1.0443e+07
58.22,-1.04425e+07
58.23,-1.0442e+07
58.24,-1.04416e+07
58.25,-1.04412e+07
58.26,-1.04407e+07
58.27,-1.04403e+07
58.28,-1.04399e+07
58.29,-1.04395e+07
58.3,-1.04391e+07
58.31,-1.04388e+07
58.32,-1.04384e+07
58.33,-1.0438e+07
58.34,-1.04377e+07
58.35,-1.04374e+07
58.36,-1.0437e+07
58.37,-1.04367e+07
58.38,-1.04364e+07
58.39,-1.04361e+07
58.4,-1.04358e+07
58.41,-1.04356e+07
58.42,-1.04353e+07
58.43,-1.04351e+07
58.44,-1.04348e+07
58.45,-1.04346e+07
58.46,-1.04343e+07
58.47,-1.04341e+07
58.48,-1.04339e+07
58.49,-1.04337e+07
58.5,-1.04335e+07
58.51,-1.04333e+07
58.52,-1.04332e+07
58.53,-1.0433e+07
58.54,-1.04328e+07
58.55,-1.04327e+07
58.56,-1.04325e+07
58.57,-1.04324e+07
58.58,-1.04322e+07
58.59,-1.04321e+07
58.6,-1.0432e+07
58.61,-1.04318e+07
58.62,-1.04317e+07
58.63,-1.04316e+07
58.64,-1.04315e+07
58.65,-1.04314e+07
58.66,-1.04313e+07
58.67,-1.04312e+07
58.68,-1.04311e+07
58.69,-1.0431e+07
58.7,-1.04309e+07
58.71,-1.04308e+07
58.72,-1.04307e+07
58.73,-1.04306e+07
58.74,-1.04305e+07
58.75,-1.04305e+07
58.76,-1.04304e+07
58.77,-1.04303e+07
58.78,-1.04302e+07
58.79,-1.04301e+07
58.8,-1.043e+07
58.81,-1.043e+07
58.82,-1.04299e+07
58.83,-1.04298e+07
58.84,-1.04297e+07
58.85,-1.04296e+07
58.86,-1.04295e+07
58.87,-1.04294e+07
58.88,-1.04293e+07
58.89,-1.04292e+07
58.9,-1.04291e+07
58.91,-1.0429e+07
58.92,-1.04289e+07
58.93,-1.04288e+07
58.94,-1.04286e+07
58.95,-1.04285e+07
58.96,-1.04284e+07
58.97,-1.04282e+07
58.98,-1.04281e+07
58.99,-1.04279e+07
59,-1.04278e+07
59.01,-1.04276e+07
59.02,-1.04275e+07
59.03,-1.04273e+07
59.04,-1.04271e+07
59.05,-1.04269e+07
59.06,-1.04267e+07
59.07,-1.04265e+07
59.08,-1.04263e+07
59.09,-1.04261e+07
59.1,-1.04258e+07
59.11,-1.04256e+07
59.12,-1.04253e+07
59.13,-1.04251e+07
59.14,-1.04248e+07
59.15,-1.04245e+07
59.16,-1.04243e+07
59.17,-1.0424e+07
59.18,-1.04236e+07
59.19,-1.04233e+07
59.2,-1.0423e+07
59.21,-1.04227e+07
59.22,-1.04223e+07
59.23,-1.0422e+07
59.24,-1.04216e+07
59.25,-1.04212e+07
59.26,-1.04208e+07
59.27,-1.04204e+07
59.28,-1.042e+07
59.29,-1.04196e+07
59.3,-1.04192e+07
59.31,-1.04187e+07
59.32,-1.04183e+07
59.33,-1.04178e+07
59.34,-1.04174e+07
59.35,-1.04169e+07
59.36,-1.04164e+07
59.37,-1.04159e+07
59.38,-1.04155e+07
59.39,-1.0415e+07
59.4,-1.04145e+07
59.41,-1.04139e+07
59.42,-1.04134e+07
59.43,-1.04129e+07
59.44,-1.04124e+07
59.45,-1.04119e+07
59.46,-1.04113e+07
59.47,-1.04108e+07
59.48,-1.04103e+07
59.49,-1.04098e+07
59.5,-1.04092e+07
59.51,-1.04087e+07
59.52,-1.04082e+07
59.53,-1.04077e+07
59.54,-1.04071e+07
59.55,-1.04066e+07
59.56,-1.04061e+07
59.57,-1.04056e+07
59.58,-1.04051e+07
59.59,-1.04046e+07
59.6,-1.04041e+07
59.61,-1.04036e+07
59.62,-1.04032e+07
59.63,-1.04027e+07
59.64,-1.04022e+07
59.65,-1.04018e+07
59.66,-1.04013e+07
59.67,-1.04009e+07
59.68,-1.04005e+07
59.69,-1.04001e+07
59.7,-1.03997e+07
59.71,-1.03993e+07
59.72,-1.03989e+07
59.73,-1.03985e+07
59.74,-1.03981e+07
59.75,-1.03978e+07
59.76,-1.03974e+07
59.77,-1.03971e+07
59.78,-1.03968e+07
59.79,-1.03964e+07
59.8,-1.03961e+07
59.81,-1.03958e+07
59.82,-1.03955e+07
59.83,-1.03953e+07
59.84,-1.0395e+07
59.85,-1.03947e+07
59.86,-1.03945e+07
59.87,-1.03942e+07
59.88,-1.0394e+07
59.89,-1.03938e+07
59.9,-1.03936e+07
59.91,-1.03934e+07
59.92,-1.03932e+07
59.93,-1.0393e+07
59.94,-1.03928e+07
59.95,-1.03926e+07
59.96,-1.03925e+07
59.97,-1.03923e+07
59.98,-1.03921e+07
59.99,-1.0392e+07
60,-1.03918e+07
60.01,-1.03917e+07
60.02,-1.03916e+07
60.03,-1.03914e+07
60.04,-1.03913e+07
60.05,-1.03912e+07
60.06,-1.03911e+07
60.07,-1.0391e+07
60.08,-1.03909e+07
60.09,-1.03908e+07
60.1,-1.03907e+07
60.11,-1.03906e+07
60.12,-1.03905e+07
60.13,-1.03904e+07
60.14,-1.03903e+07
60.15,-1.03902e+07
60.16,-1.03901e+07
60.17,-1.039e+07
60.18,-1.039e+07
60.19,-1.03899e+07
60.2,-1.03898e+07
60.21,-1.03897e+07
60.22,-1.03896e+07
60.23,-1.03895e+07
60.24,-1.03894e+07
60.25,-1.03894e+07
60.26,-1.03893e+07
60.27,-1.03892e+07
60.28,-1.03891e+07
60.29,-1.0389e+07
60.3,-1.03889e+07
60.31,-1.03888e+07
60.32,-1.03887e+07
60.33,-1.03886e+07
60.34,-1.03885e+07
60.35,-1.03884e+07
60.36,-1.03883e+07
60.37,-1.03882e+07
60.38,-1.03881e+07
60.39,-1.03879e+07
60.4,-1.03878e+07
60.41,-1.03877e+07
60.42,-1.03875e+07
60.43,-1.03874e+07
60.44,-1.03872e+07
60.45,-1.03871e+07
60.46,-1.03869e+07
60.47,-1.03867e+07
60.48,-1.03866e+07
60.49,-1.03864e+07
60.5,-1.03862e+07
60.51,-1.0386e+07
60.52,-1.03858e+07
60.53,-1.03856e+07
60.54,-1.03853e+07
60.55,-1.03851e+07
60.56,-1.03849e+07
60.57,-1.03846e+07
60.58,-1.03844e+07
60.59,-1.03841e+07
60.6,-1.03838e+07
60.61,-1.03836e+07
60.62,-1.03833e+07
60.63,-1.0383e+07
60.64,-1.03827e+07
60.65,-1.03823e+07
60.66,-1.0382e+07
60.67,-1.03817e+07
60.68,-1.03813e+07
60.69,-1.0381e+07
60.7,-1.03806e+07
60.71,-1.03803e+07
60.72,-1.03799e+07
60.73,-1.03795e+07
60.74,-1.03791e+07
60.75,-1.03787e+07
60.76,-1.03783e+07
60.77,-1.03779e+07
60.78,-1.03774e+07
60.79,-1.0377e+07
60.8,-1.03766e+07
60.81,-1.03761e+07
60.82,-1.03757e+07
60.83,-1.03752e+07
60.84,-1.03747e+07
60.85,-1.03743e+07
60.86,-1.03738e+07
60.87,-1.03733e+07
60.88,-1.03728e+07
60.89,-1.03724e+07
60.9,-1.03719e+07
60.91,-1.03714e+07
60.92,-1.03709e+07
60.93,-1.03704e+07
